transport_type,food_type,energy_source,km_per_day,kg_food_per_day,kwh_per_day,flights_per_year,flight_km_total,waste_co2_monthly,clothing_co2_monthly,grocery_bill_monthly,energy_efficient
1,1,0,-0.35654787727819326,0.7759994025931793,-0.22754270891154652,-0.7341949210664425,-0.7341949210664426,-1.049599968903704,0.1266137516028376,0.4309099381105742,-0.704350845604922
0,3,2,-0.7197443845406291,1.214739382574623,1.0103781973045562,-0.7341949210664425,-0.7341949210664426,2.788940167197335,0.8784690945395897,0.167862823780493,-0.704350845604922
1,3,2,-0.6717586843565374,1.214739382574623,-0.40272019564024075,1.5107552591043947,1.5107552591043947,-0.8098758976633679,-0.07836316849987557,0.0017278042035995993,1.419747000007026
4,3,1,0.4810896385763894,1.214739382574623,1.74612364156507,-1.0549020896622765,-1.0549020896622765,-1.049599968903704,-0.6252415913339143,-0.9950823132577608,-0.704350845604922
0,3,0,-0.7075042397984115,1.214739382574623,-0.4961481885622109,-1.0549020896622765,-1.0549020896622765,0.5497917544717288,-1.240172351642054,1.4000308856424524,-0.704350845604922
4,2,0,0.1099857811707513,-0.9789605173325957,0.15784776189158,-1.0549020896622765,-1.0549020896622765,-1.049599968903704,1.2195506895905042,0.9016258269117721,-0.704350845604922
4,0,2,0.5720783251557053,-0.9789605173325957,0.8001652132301239,0.22792658472105917,0.2279265847210591,-0.8098758976633679,-0.07836316849987557,0.9016258269117721,-0.704350845604922
3,0,1,-0.42511435180760626,-0.9789605173325957,0.6016307282709377,1.5107552591043947,1.5107552591043947,-0.17011920831319471,-0.07836316849987557,-1.161217332834654,-0.704350845604922
1,1,1,-0.2262390797128159,0.7759994025931793,0.6600232238471687,0.22792658472105917,0.2279265847210591,0.1497591363618919,-0.6932939288080151,0.9016258269117721,1.419747000007026
1,2,0,-0.49194770849741326,-0.9789605173325957,-1.1968581354769858,-0.7341949210664425,-0.7341949210664426,0.46963748103697833,-0.9663231863848291,-1.3135077674468063,1.419747000007026
0,3,0,-0.7078291993933375,1.214739382574623,0.6249877265014296,1.5107552591043947,1.5107552591043947,-0.17011920831319471,-1.4451492717447671,0.9293149968412543,1.419747000007026
4,3,0,0.7323917253192619,1.214739382574623,0.28631125215928815,0.22792658472105917,0.2279265847210591,2.788940167197335,1.4245276096932173,0.8185583171233254,-0.704350845604922
4,2,1,2.4226148983950293,-0.9789605173325957,0.4731672380032284,-1.0549020896622765,-1.0549020896622765,-1.049599968903704,0.46851525433416336,0.6801124674759143,1.419747000007026
4,1,0,2.252552710383689,0.7759994025931793,0.4731672380032284,-0.7341949210664425,-0.7341949210664426,1.1093941703871515,-0.4883170087053019,-0.2751638950912227,-0.704350845604922
0,0,0,-0.7045796034440763,-0.9789605173325957,1.1388416875722653,-0.7341949210664425,-0.7341949210664426,-0.33005838065073806,1.014573769487791,-1.4657982020589586,1.419747000007026
0,3,2,-0.7219107818401366,1.214739382574623,-0.8114676646738598,0.22792658472105917,0.2279265847210591,2.788940167197335,1.014573769487791,1.1646729412418533,1.419747000007026
0,0,1,-0.7060960815537316,-0.9789605173325957,0.3330252486202732,-1.0549020896622765,-1.0549020896622765,-0.17011920831319471,0.536567591808264,0.5001328629342797,-0.704350845604922
0,2,2,-0.7099955966928451,-0.9789605173325957,-1.3953926204361726,-0.7341949210664425,-0.7341949210664426,1.1093941703871515,0.46851525433416336,-1.008926898222502,-0.704350845604922
1,1,0,-0.033429720056646635,0.7759994025931793,-0.22754270891154652,0.22792658472105917,0.2279265847210591,-0.9698150700009113,-1.240172351642054,-1.147372747869913,1.419747000007026
1,1,1,-0.5680965735751026,0.7759994025931793,-0.27425670537253155,-1.0549020896622765,-1.0549020896622765,2.228968376749955,-0.9663231863848291,0.2786195034984219,-0.704350845604922
1,3,0,-0.14283278368177635,1.214739382574623,-1.3486786239751876,-1.0549020896622765,-1.0549020896622765,-1.049599968903704,0.536567591808264,-0.9120148034693141,-0.704350845604922
2,1,2,-0.15366477017931393,0.7759994025931793,1.1972341831484965,0.22792658472105917,0.2279265847210591,-0.7300909987605749,0.7415445119109771,0.7078016374053965,-0.704350845604922
1,2,0,-0.46779237860790435,-0.9789605173325957,-0.47279119033171785,-0.7341949210664425,-0.7341949210664426,-0.5697824518910742,0.46851525433416336,-0.23363014019699938,-0.704350845604922
1,3,2,-0.3543814799786857,1.214739382574623,-0.6830041744061506,-1.0549020896622765,-1.0549020896622765,1.1093941703871515,-0.42026467123120115,0.527822032863762,-0.704350845604922
3,0,1,-0.12257696893138105,-0.9789605173325957,-0.2508997071420396,-0.7341949210664425,-0.7341949210664426,-0.9698150700009113,-0.010310831025774935,1.0539162615239244,-0.704350845604922
0,3,1,-0.731009650498068,1.214739382574623,-0.4611126912164718,-0.7341949210664425,-0.7341949210664426,1.669365960834532,-0.2152877511284881,-1.382730692270512,-0.704350845604922
1,2,1,-0.711078795342599,-0.9789605173325957,2.119835613252951,1.5107552591043947,1.5107552591043947,-1.049599968903704,-0.4883170087053019,0.48628827796953866,-0.704350845604922
4,3,1,1.3920597030193016,1.214739382574623,-1.2552506310532174,0.22792658472105917,0.2279265847210591,-0.4899975529882813,0.2635383342314502,-1.2719740125525831,-0.704350845604922
0,3,2,-0.7248354181944717,1.214739382574623,0.5082027353489675,-0.7341949210664425,-0.7341949210664426,-1.049599968903704,-1.3762770265902553,0.9431595818059955,-0.704350845604922
0,1,2,-0.7064210411486578,0.7759994025931793,-1.0683946452092772,-1.0549020896622765,-1.0549020896622765,-0.8098758976633679,-1.5812539466929685,-1.2165956726936187,-0.704350845604922
4,3,0,0.2811311678318454,1.214739382574623,0.15784776189158,1.5107552591043947,1.5107552591043947,-0.33005838065073806,0.8784690945395897,-0.12287346047907044,-0.704350845604922
0,2,2,-0.7143283912918602,-0.9789605173325957,-1.6756765992020826,-1.0549020896622765,-1.0549020896622765,-1.049599968903704,1.6983767749504424,1.344652545783488,1.419747000007026
1,3,1,-0.6985136910054552,1.214739382574623,-0.1341147159895764,-0.7341949210664425,-0.7341949210664426,-0.6499367253258246,0.6046199292823646,-1.2304402576583597,1.419747000007026
0,3,0,-0.7129202330471802,1.214739382574623,-1.7107120965478215,1.5107552591043947,1.5107552591043947,1.1093941703871515,1.5614521923218299,-0.3582314048796694,-0.704350845604922
0,0,2,-0.7006800883049628,-0.9789605173325957,0.2279187565830571,1.5107552591043947,1.5107552591043947,-0.33005838065073806,-0.42026467123120115,0.5139774478990209,1.419747000007026
1,1,2,-0.15539788801892,0.7759994025931793,0.006027273393378818,-1.0549020896622765,-1.0549020896622765,-0.17011920831319471,0.39964300917965145,0.9570041667707365,1.419747000007026
2,1,0,0.4100318071525427,0.7759994025931793,0.5782737300404446,1.5107552591043947,1.5107552591043947,-0.4899975529882813,0.46851525433416336,-0.8151027087161262,-0.704350845604922
0,3,0,-0.6991636101953075,1.214739382574623,-0.8348246629043523,0.22792658472105917,0.2279265847210591,-0.010180035975651482,1.0834460146423028,-1.2442848426231008,-0.704350845604922
1,3,1,-0.6233397047125443,1.214739382574623,1.8979441300632713,0.22792658472105917,0.2279265847210591,0.5497917544717288,0.6734921744368765,-0.7458797838924206,1.419747000007026
1,2,1,-0.3605557122822821,-0.9789605173325957,0.48484573711847445,-1.0549020896622765,-1.0549020896622765,-1.049599968903704,0.7415445119109771,-1.050460653116725,1.419747000007026
1,1,0,-0.19190168251562167,0.7759994025931793,-0.9048956575958295,1.5107552591043947,1.5107552591043947,0.1497591363618919,0.6734921744368765,1.1508283562771122,-0.704350845604922
4,3,2,2.0099162128388466,1.214739382574623,-0.09907921864383835,-1.0549020896622765,-1.0549020896622765,-0.17011920831319471,-0.8982708489107283,-1.631933221635852,-0.704350845604922
4,3,2,2.0658092631661407,1.214739382574623,1.4074471672229287,1.5107552591043947,1.5107552591043947,0.5497917544717288,0.39964300917965145,0.015572389168340715,-0.704350845604922
0,3,0,-0.7158448694015155,1.214739382574623,1.0570921937655413,1.5107552591043947,1.5107552591043947,-0.9698150700009113,-0.6932939288080151,-1.2581294275878419,1.419747000007026
4,2,0,2.222548107785509,-0.9789605173325957,0.9519857017283251,1.5107552591043947,1.5107552591043947,-0.8098758976633679,0.39964300917965145,1.37234171571297,-0.704350845604922
0,0,0,-0.7183362262959491,-0.9789605173325957,-0.12243621687433037,1.5107552591043947,1.5107552591043947,0.1497591363618919,-1.3762770265902553,0.5139774478990209,1.419747000007026
4,0,0,0.1387988652542013,-0.9789605173325957,0.9403072026130791,1.5107552591043947,1.5107552591043947,-0.33005838065073806,-0.28334008860258875,-1.147372747869913,-0.704350845604922
3,3,1,1.2195061581135278,1.214739382574623,-0.5778976823689345,1.5107552591043947,1.5107552591043947,0.46963748103697833,-1.0351954315393408,0.05710614406256406,1.419747000007026
0,3,0,-0.7150866303466877,1.214739382574623,-0.3560061991792557,0.22792658472105917,0.2279265847210591,-1.049599968903704,1.4933998548477292,-0.039805950690623745,1.419747000007026
0,2,2,-0.7143283912918602,-0.9789605173325957,-0.6479686770604121,1.5107552591043947,1.5107552591043947,-0.5697824518910742,-0.8982708489107283,1.0539162615239244,-0.704350845604922
1,0,0,-0.19222664211054782,-0.9789605173325957,1.4191256663381757,1.5107552591043947,1.5107552591043947,2.228968376749955,1.6295045297959305,1.5523213202546045,-0.704350845604922
1,3,2,-0.28505676639444505,1.214739382574623,0.42645324154224334,0.22792658472105917,0.2279265847210591,-0.010180035975651482,-0.2152877511284881,0.9708487517354777,1.419747000007026
3,1,0,0.6793149914813277,0.7759994025931793,-0.23922120802679356,0.22792658472105917,0.2279265847210591,2.788940167197335,1.0834460146423028,1.1785175262065943,1.419747000007026
0,2,0,-0.7115120748025003,-0.9789605173325957,-0.53118368590795,-0.7341949210664425,-0.7341949210664426,-0.8896607965661608,0.2635383342314502,0.4032207681810919,1.419747000007026
4,2,0,1.6993631599544434,-0.9789605173325957,-1.418749618666665,1.5107552591043947,1.5107552591043947,0.1497591363618919,1.2195506895905042,1.6769225849372746,-0.704350845604922
2,0,2,2.559422887858929,-0.9789605173325957,2.0614431176767196,1.5107552591043947,1.5107552591043947,1.669365960834532,-1.3082246891161546,1.607699660113569,1.419747000007026
0,2,0,-0.7197443845406291,-0.9789605173325957,0.2162402574678111,0.22792658472105917,0.2279265847210591,1.1093941703871515,0.2635383342314502,0.04326155909782295,1.419747000007026
0,3,0,-0.7245104585995455,1.214739382574623,0.3797392450812583,-0.7341949210664425,-0.7341949210664426,-0.5697824518910742,1.2195506895905042,1.483098395430899,-0.704350845604922
1,2,0,-0.7082624788532391,-0.9789605173325957,-0.6946826735213971,-1.0549020896622765,-1.0549020896622765,-0.8098758976633679,0.05856141412873697,0.167862823780493,1.419747000007026
4,2,0,1.6159568639234039,-0.9789605173325957,0.48484573711847445,-1.0549020896622765,-1.0549020896622765,-0.010180035975651482,-0.3513924260766894,-1.036616068151984,-0.704350845604922
1,2,2,-0.56159738167658,-0.9789605173325957,0.32134674950502723,-0.7341949210664425,-0.7341949210664426,-0.6499367253258246,0.6734921744368765,0.6939570524406554,1.419747000007026
4,0,2,2.0752330914189985,-0.9789605173325957,-0.659647176175658,0.22792658472105917,0.2279265847210591,0.46963748103697833,0.1266137516028376,0.6801124674759143,-0.704350845604922
2,0,2,2.718978048967658,-0.9789605173325957,1.0337351955350491,0.22792658472105917,0.2279265847210591,-0.7300909987605749,0.39964300917965145,-0.039805950690623745,-0.704350845604922
1,3,1,-0.41287420706538874,1.214739382574623,0.2279187565830571,0.22792658472105917,0.2279265847210591,2.228968376749955,-1.3082246891161546,0.652423297546432,-0.704350845604922
0,3,0,-0.7237522195447178,1.214739382574623,-0.7180396717518897,1.5107552591043947,1.5107552591043947,0.789515825712065,0.2635383342314502,-1.5627102968121465,-0.704350845604922
1,1,2,-0.7190944653507767,0.7759994025931793,-0.8581816611348444,-1.0549020896622765,-1.0549020896622765,0.5497917544717288,-0.7613462662821159,-0.7320351989276795,-0.704350845604922
1,0,0,-0.32513511643533416,-0.9789605173325957,1.676052646873593,-1.0549020896622765,-1.0549020896622765,2.788940167197335,1.4933998548477292,0.8600920720175488,-0.704350845604922
4,2,0,2.2207066700809284,-0.9789605173325957,-0.4377556929859798,1.5107552591043947,1.5107552591043947,-0.8098758976633679,-1.1713001064875423,-0.4136097447386339,-0.704350845604922
4,0,0,-0.1835610529125177,-0.9789605173325957,0.3563822468507663,-0.7341949210664425,-0.7341949210664426,-0.8098758976633679,1.1514983521164035,-1.022771483187243,-0.704350845604922
0,1,1,-0.7197443845406291,0.7759994025931793,0.44981023977273643,-1.0549020896622765,-1.0549020896622765,-0.8098758976633679,-1.1032477690134415,0.8462474870528076,1.419747000007026
1,3,1,-0.09083924849359588,1.214739382574623,0.2162402574678111,1.5107552591043947,1.5107552591043947,-0.9698150700009113,-1.1713001064875423,-1.2996631824820652,-0.704350845604922
3,1,0,1.7256848871434598,0.7759994025931793,-0.29761370360302464,1.5107552591043947,1.5107552591043947,-0.8098758976633679,1.3564752722191167,-1.507331956953182,-0.704350845604922
4,3,2,-0.3843860825768649,1.214739382574623,2.1431926114834425,1.5107552591043947,1.5107552591043947,-0.8896607965661608,-1.0351954315393408,1.5661659052193457,-0.704350845604922
4,3,2,0.7057450385353193,1.214739382574623,0.0644197689696099,-0.7341949210664425,-0.7341949210664426,-0.8098758976633679,0.9465214320136903,1.483098395430899,1.419747000007026
1,2,2,-0.5742708058786989,-0.9789605173325957,-1.593927105395359,1.5107552591043947,1.5107552591043947,-1.049599968903704,1.014573769487791,1.6492334150077923,-0.704350845604922
0,0,0,-0.7075042397984115,-0.9789605173325957,0.27463275304404217,-0.7341949210664425,-0.7341949210664426,-0.9698150700009113,0.05856141412873697,-0.2890084800559638,1.419747000007026
0,3,0,-0.7190944653507767,1.214739382574623,0.5315597335794595,1.5107552591043947,1.5107552591043947,1.1093941703871515,-1.3082246891161546,-0.8704810485750907,1.419747000007026
4,2,0,2.1058876132070297,-0.9789605173325957,1.2906621760704666,-1.0549020896622765,-1.0549020896622765,0.46963748103697833,1.5614521923218299,-0.9673931433282785,1.419747000007026
0,1,2,-0.7020882465496426,0.7759994025931793,-0.3443277000640097,0.22792658472105917,0.2279265847210591,-0.5697824518910742,-0.3513924260766894,1.1369837713123712,-0.704350845604922
3,2,0,2.7164866920732242,-0.9789605173325957,-0.8114676646738598,-1.0549020896622765,-1.0549020896622765,-0.4899975529882813,1.2195506895905042,0.48628827796953866,1.419747000007026
1,3,0,-0.18215289466783785,1.214739382574623,1.4891966610296528,0.22792658472105917,0.2279265847210591,-0.4899975529882813,0.6046199292823646,0.20939657867471634,1.419747000007026
1,1,2,-0.7085874384481653,0.7759994025931793,-1.5004991124733889,-1.0549020896622765,-1.0549020896622765,-0.9698150700009113,-1.3082246891161546,1.5800104901840868,-0.704350845604922
0,2,1,-0.7299264518483144,-0.9789605173325957,-2.0377100717747165,-0.7341949210664425,-0.7341949210664426,1.1093941703871515,0.6734921744368765,-1.1058389929756895,1.419747000007026
0,3,0,-0.7067460007435838,1.214739382574623,-0.6246116788299195,1.5107552591043947,1.5107552591043947,2.788940167197335,-1.0351954315393408,0.11248448392152853,-0.704350845604922
0,1,0,-0.7002468088450614,0.7759994025931793,2.2599776026359057,-0.7341949210664425,-0.7341949210664426,-0.5697824518910742,0.9465214320136903,0.9570041667707365,-0.704350845604922
0,2,2,-0.7002468088450614,-0.9789605173325957,-1.8158185885850378,1.5107552591043947,1.5107552591043947,-0.5697824518910742,-0.28334008860258875,1.732300924796239,-0.704350845604922
1,3,1,-0.40605005557194,1.214739382574623,-0.9983236505177996,-1.0549020896622765,-1.0549020896622765,-0.9698150700009113,-0.8302185114366275,-0.801258123751385,-0.704350845604922
4,3,2,0.7014122439363043,1.214739382574623,-0.4494341921012258,1.5107552591043947,1.5107552591043947,-0.6499367253258246,0.8784690945395897,1.4138754706071934,-0.704350845604922
1,2,2,-0.5973429371184541,-0.9789605173325957,0.3563822468507663,-1.0549020896622765,-1.0549020896622765,-0.8098758976633679,-1.3762770265902553,1.3308079608187466,-0.704350845604922
4,2,2,2.2124743603428,-0.9789605173325957,-0.1925072115658085,-0.7341949210664425,-0.7341949210664426,-0.8098758976633679,1.4245276096932173,0.5555112027932442,1.419747000007026
4,2,2,1.7889436882890795,-0.9789605173325957,-1.4888206133581423,-0.7341949210664425,-0.7341949210664426,1.1093941703871515,-0.28334008860258875,0.652423297546432,1.419747000007026
0,1,1,-0.7002468088450614,0.7759994025931793,-0.916574156711076,-0.7341949210664425,-0.7341949210664426,-0.8896607965661608,1.288422934745016,0.48628827796953866,-0.704350845604922
2,0,2,2.1716377712470827,-0.9789605173325957,1.1505201866875114,1.5107552591043947,1.5107552591043947,-0.6499367253258246,1.2195506895905042,1.1785175262065943,-0.704350845604922
1,0,0,-0.6349299302649095,-0.9789605173325957,-2.002674574428978,1.5107552591043947,1.5107552591043947,0.46963748103697833,-0.42026467123120115,0.9708487517354777,1.419747000007026
1,3,1,-0.4142823653100686,1.214739382574623,-0.3092922027182706,1.5107552591043947,1.5107552591043947,-0.8098758976633679,-0.42026467123120115,-0.4136097447386339,-0.704350845604922
1,0,0,-0.4905395502527333,-0.9789605173325957,0.30966825038978124,-0.7341949210664425,-0.7341949210664426,-0.8896607965661608,0.19466608907693825,-1.0643052380814664,-0.704350845604922
4,0,0,-0.3692213014803122,-0.9789605173325957,1.0804491919960342,-0.7341949210664425,-0.7341949210664426,1.1093941703871515,0.536567591808264,1.6907671699020157,-0.704350845604922
0,1,0,-0.7183362262959491,0.7759994025931793,0.5198812344642135,1.5107552591043947,1.5107552591043947,-0.17011920831319471,1.6295045297959305,-0.7181906139629384,1.419747000007026
1,2,1,-0.04967769980295296,-0.9789605173325957,-1.1851796363617397,-0.7341949210664425,-0.7341949210664426,0.46963748103697833,-1.5812539466929685,-0.9812377282930196,-0.704350845604922
